PENINSUL
R2
FLOW
Simulated flow (cfs)
Date          DSN 1001
1999/ 1/ 1      2.0472
1999/ 1/ 2      1.8851
1999/ 1/ 3      2.2269
1999/ 1/ 4      2.2011
1999/ 1/ 5      2.1246
1999/ 1/ 6      2.0532
1999/ 1/ 7      1.9872
1999/ 1/ 8      1.5786
1999/ 1/ 9      1.8254
1999/ 1/10      1.8188
1999/ 1/11      1.6439
1999/ 1/12      1.4614
1999/ 1/13      1.6493
1999/ 1/14      1.6518
1999/ 1/15      3.2730
1999/ 1/16     10.4756
1999/ 1/17      1.9103
1999/ 1/18     59.5810
1999/ 1/19     32.8612
1999/ 1/20     63.1530
1999/ 1/21      4.3942
1999/ 1/22      2.4941
1999/ 1/23     35.1261
1999/ 1/24      3.2751
1999/ 1/25      1.9645
1999/ 1/26     15.2428
1999/ 1/27      2.5407
1999/ 1/28      1.8379
1999/ 1/29      2.0025
1999/ 1/30      2.5448
1999/ 1/31     19.2576
1999/ 2/ 1      2.0989
1999/ 2/ 2      1.6380
1999/ 2/ 3      1.5652
1999/ 2/ 4      1.5064
1999/ 2/ 5      1.4533
1999/ 2/ 6     14.8316
1999/ 2/ 7     64.0672
1999/ 2/ 8     12.0691
1999/ 2/ 9     74.5431
1999/ 2/10      6.3757
1999/ 2/11      3.9473
1999/ 2/12      3.7581
1999/ 2/13      5.7985
1999/ 2/14      8.9634
1999/ 2/15      3.2851
1999/ 2/16     19.4206
1999/ 2/17     28.1075
1999/ 2/18     11.8980
1999/ 2/19      5.0585
1999/ 2/20      4.1352
1999/ 2/21     12.2549
1999/ 2/22     12.2788
1999/ 2/23      4.1850
1999/ 2/24      3.9017
1999/ 2/25     20.8682
1999/ 2/26      3.5939
1999/ 2/27      2.6549
1999/ 2/28      2.7387
1999/ 3/ 1      2.0095
1999/ 3/ 2      1.9071
1999/ 3/ 3      2.6013
1999/ 3/ 4      1.6207
1999/ 3/ 5      1.7153
1999/ 3/ 6      1.7415
1999/ 3/ 7      1.6282
1999/ 3/ 8     13.5621
1999/ 3/ 9     27.0517
1999/ 3/10      2.8034
1999/ 3/11      1.8220
1999/ 3/12      1.6627
1999/ 3/13      1.7369
1999/ 3/14     17.6289
1999/ 3/15     23.6484
1999/ 3/16      2.8420
1999/ 3/17      2.1469
1999/ 3/18      2.5576
1999/ 3/19      2.4195
1999/ 3/20      1.7504
1999/ 3/21     22.0644
1999/ 3/22      4.7741
1999/ 3/23     10.4770
1999/ 3/24      8.2050
1999/ 3/25     30.3466
1999/ 3/26      2.9329
1999/ 3/27      2.1885
1999/ 3/28      1.9159
1999/ 3/29      1.8365
1999/ 3/30      2.1481
1999/ 3/31      5.2961
1999/ 4/ 1      1.8201
1999/ 4/ 2      1.2307
1999/ 4/ 3      1.3170
1999/ 4/ 4      1.1467
1999/ 4/ 5     19.6320
1999/ 4/ 6     27.5255
1999/ 4/ 7      2.3596
1999/ 4/ 8     25.1292
1999/ 4/ 9      2.9335
1999/ 4/10      2.4688
1999/ 4/11     39.2016
1999/ 4/12      3.4815
1999/ 4/13      2.0412
1999/ 4/14      1.6774
1999/ 4/15      1.5133
1999/ 4/16      1.4304
1999/ 4/17      1.3317
1999/ 4/18      1.2621
1999/ 4/19      1.2346
1999/ 4/20      1.2021
1999/ 4/21      1.1388
1999/ 4/22      1.0778
1999/ 4/23      1.0249
1999/ 4/24      1.1258
1999/ 4/25      1.2693
1999/ 4/26      1.2490
1999/ 4/27      1.1275
1999/ 4/28      1.0956
1999/ 4/29      1.0341
1999/ 4/30      1.0111
1999/ 5/ 1      1.1373
1999/ 5/ 2      1.5994
1999/ 5/ 3      1.5031
1999/ 5/ 4      0.9814
1999/ 5/ 5      0.9645
1999/ 5/ 6      0.9392
1999/ 5/ 7      0.8623
1999/ 5/ 8      0.8605
1999/ 5/ 9      0.8817
1999/ 5/10      0.9336
1999/ 5/11      0.8625
1999/ 5/12      0.8779
1999/ 5/13      0.8929
1999/ 5/14      0.8678
1999/ 5/15      0.8801
1999/ 5/16      0.8503
1999/ 5/17      0.8546
1999/ 5/18      0.8726
1999/ 5/19      0.9484
1999/ 5/20      0.8836
1999/ 5/21      0.8250
1999/ 5/22      0.7674
1999/ 5/23      0.8400
1999/ 5/24      0.8370
1999/ 5/25      0.8281
1999/ 5/26      0.8140
1999/ 5/27      0.8229
1999/ 5/28      0.8075
1999/ 5/29      0.8483
1999/ 5/30      0.8174
1999/ 5/31      0.8050
1999/ 6/ 1      0.8325
1999/ 6/ 2      0.8909
1999/ 6/ 3     13.4222
1999/ 6/ 4      1.1422
1999/ 6/ 5      0.8078
1999/ 6/ 6      0.7805
1999/ 6/ 7      0.7738
1999/ 6/ 8      0.7754
1999/ 6/ 9      0.7677
1999/ 6/10      0.7268
1999/ 6/11      0.7230
1999/ 6/12      0.7621
1999/ 6/13      0.7137
1999/ 6/14      0.7168
1999/ 6/15      0.7559
1999/ 6/16      0.7328
1999/ 6/17      0.7462
1999/ 6/18      0.7268
1999/ 6/19      0.7395
1999/ 6/20      0.7208
1999/ 6/21      0.7023
1999/ 6/22      0.6731
1999/ 6/23      0.6944
1999/ 6/24      0.7147
1999/ 6/25      0.7408
1999/ 6/26      0.6928
1999/ 6/27      0.6735
1999/ 6/28      0.6613
1999/ 6/29      0.6766
1999/ 6/30      0.6712
1999/ 7/ 1      0.6859
1999/ 7/ 2      0.6914
1999/ 7/ 3      0.7038
1999/ 7/ 4      0.7029
1999/ 7/ 5      0.6684
1999/ 7/ 6      0.6766
1999/ 7/ 7      0.6916
1999/ 7/ 8      0.6638
1999/ 7/ 9      0.6608
1999/ 7/10      0.6685
1999/ 7/11      0.6735
1999/ 7/12      0.6749
1999/ 7/13      0.7522
1999/ 7/14      0.7208
1999/ 7/15      0.7240
1999/ 7/16      0.7578
1999/ 7/17      0.6966
1999/ 7/18      0.6780
1999/ 7/19      0.7385
1999/ 7/20      0.7139
1999/ 7/21      0.6750
1999/ 7/22      0.6772
1999/ 7/23      0.6992
1999/ 7/24      0.7192
1999/ 7/25      0.6686
1999/ 7/26      0.6507
1999/ 7/27      0.6908
1999/ 7/28      0.6774
1999/ 7/29      0.6692
1999/ 7/30      0.6885
1999/ 7/31      0.6833
1999/ 8/ 1      0.6681
1999/ 8/ 2      0.6403
1999/ 8/ 3      0.6553
1999/ 8/ 4      0.6626
1999/ 8/ 5      0.6780
1999/ 8/ 6      0.7967
1999/ 8/ 7      0.7057
1999/ 8/ 8      0.7029
1999/ 8/ 9      0.7725
1999/ 8/10      0.7438
1999/ 8/11      0.8987
1999/ 8/12      0.6746
1999/ 8/13      0.6559
1999/ 8/14      0.6248
1999/ 8/15      0.6367
1999/ 8/16      0.6359
1999/ 8/17      0.6352
1999/ 8/18      0.6554
1999/ 8/19      0.6395
1999/ 8/20      0.6331
1999/ 8/21      0.6535
1999/ 8/22      0.6424
1999/ 8/23      0.6211
1999/ 8/24      0.6315
1999/ 8/25      0.6409
1999/ 8/26      0.9187
1999/ 8/27      0.6559
1999/ 8/28      0.6384
1999/ 8/29      0.6438
1999/ 8/30      0.6079
1999/ 8/31      0.6248
1999/ 9/ 1      0.6546
1999/ 9/ 2      0.6562
1999/ 9/ 3      0.6558
1999/ 9/ 4      0.6548
1999/ 9/ 5      0.6547
1999/ 9/ 6      0.6341
1999/ 9/ 7      0.6305
1999/ 9/ 8      0.7146
1999/ 9/ 9      7.7641
1999/ 9/10      0.8013
1999/ 9/11      0.7055
1999/ 9/12      0.6819
1999/ 9/13      0.6816
1999/ 9/14      0.6796
1999/ 9/15      0.7396
1999/ 9/16      0.7415
1999/ 9/17      0.7400
1999/ 9/18      0.7382
1999/ 9/19      0.7365
1999/ 9/20      0.7347
1999/ 9/21      0.7367
1999/ 9/22      1.0035
1999/ 9/23      0.7556
1999/ 9/24      0.7292
1999/ 9/25      0.7280
1999/ 9/26      0.6484
1999/ 9/27      0.6091
1999/ 9/28      0.6250
1999/ 9/29      0.6644
1999/ 9/30      0.7010
1999/10/ 1      0.6954
1999/10/ 2      0.7183
1999/10/ 3      0.7227
1999/10/ 4      0.7527
1999/10/ 5      0.7608
1999/10/ 6      0.8898
1999/10/ 7      0.6756
1999/10/ 8      0.7153
1999/10/ 9      0.6895
1999/10/10      0.7407
1999/10/11      0.6977
1999/10/12      0.7396
1999/10/13      0.7528
1999/10/14      0.7516
1999/10/15      0.6340
1999/10/16      0.6066
1999/10/17      0.7154
1999/10/18      0.7747
1999/10/19      0.7810
1999/10/20      0.7506
1999/10/21      0.8032
1999/10/22      0.7816
1999/10/23      0.7757
1999/10/24      0.7738
1999/10/25      0.7724
1999/10/26      0.8260
1999/10/27      5.2472
1999/10/28     15.1990
1999/10/29      1.0121
1999/10/30      0.8708
1999/10/31      0.8169
1999/11/ 1      0.7157
1999/11/ 2      0.7269
1999/11/ 3      0.7662
1999/11/ 4      0.8740
1999/11/ 5      0.8015
1999/11/ 6      0.8737
1999/11/ 7     22.6622
1999/11/ 8     16.2939
1999/11/ 9      1.2020
1999/11/10      1.0188
1999/11/11      0.9334
1999/11/12      0.9148
1999/11/13      0.9076
1999/11/14      1.0567
1999/11/15      1.0423
1999/11/16      1.2388
1999/11/17      2.1171
1999/11/18      0.9483
1999/11/19     17.1968
1999/11/20      4.1625
1999/11/21      5.0403
1999/11/22      0.9620
1999/11/23      0.8953
1999/11/24      0.8884
1999/11/25      0.9252
1999/11/26      0.9225
1999/11/27      1.1152
1999/11/28      1.1355
1999/11/29      1.2002
1999/11/30      1.8998
1999/12/ 1      3.2642
1999/12/ 2      1.0863
1999/12/ 3      0.8279
1999/12/ 4      0.8691
1999/12/ 5      0.9147
1999/12/ 6      0.9584
1999/12/ 7      0.8213
1999/12/ 8      1.3955
1999/12/ 9      9.8350
1999/12/10      1.2599
1999/12/11      0.8261
1999/12/12      0.9631
1999/12/13      0.8981
1999/12/14      0.8644
1999/12/15      0.8609
1999/12/16      0.8580
1999/12/17      0.8552
1999/12/18      0.9300
1999/12/19      0.8214
1999/12/20      0.8513
1999/12/21      0.8556
1999/12/22      0.8568
1999/12/23      0.8581
1999/12/24      0.8592
1999/12/25      0.8601
1999/12/26      0.8611
1999/12/27      0.8620
1999/12/28      0.8628
1999/12/29      0.8637
1999/12/30      0.8645
1999/12/31      0.8649
