PENINSUL
R2
FLOW
Simulated flow (cfs)
Date          DSN 1001
1999/ 1/ 1      2.0472
1999/ 1/ 2      1.8851
1999/ 1/ 3      2.2269
1999/ 1/ 4      2.2011
1999/ 1/ 5      2.1246
1999/ 1/ 6      2.0532
1999/ 1/ 7      1.9871
1999/ 1/ 8      1.5785
1999/ 1/ 9      1.8254
1999/ 1/10      1.8188
1999/ 1/11      1.6439
1999/ 1/12      1.4614
1999/ 1/13      1.6493
1999/ 1/14      1.6518
1999/ 1/15      3.2730
1999/ 1/16     10.4756
1999/ 1/17      1.9103
1999/ 1/18     59.2825
1999/ 1/19     33.0211
1999/ 1/20     63.2886
1999/ 1/21      4.3945
1999/ 1/22      2.4943
1999/ 1/23     35.1262
1999/ 1/24      3.2753
1999/ 1/25      1.9465
1999/ 1/26     15.5521
1999/ 1/27      2.5543
1999/ 1/28      1.8392
1999/ 1/29      2.0036
1999/ 1/30      2.4931
1999/ 1/31     19.3082
1999/ 2/ 1      2.1026
1999/ 2/ 2      1.6387
1999/ 2/ 3      1.5656
1999/ 2/ 4      1.5066
1999/ 2/ 5      1.4536
1999/ 2/ 6     14.8318
1999/ 2/ 7     62.4376
1999/ 2/ 8     11.8512
1999/ 2/ 9     74.5142
1999/ 2/10      6.2810
1999/ 2/11      3.8912
1999/ 2/12      3.7178
1999/ 2/13      5.7710
1999/ 2/14      8.9371
1999/ 2/15      3.2648
1999/ 2/16     19.3969
1999/ 2/17     28.0842
1999/ 2/18     11.8701
1999/ 2/19      5.0385
1999/ 2/20      4.0632
1999/ 2/21     11.9231
1999/ 2/22     11.6906
1999/ 2/23      4.0511
1999/ 2/24      3.0745
1999/ 2/25     19.0724
1999/ 2/26      3.4334
1999/ 2/27      2.5527
1999/ 2/28      2.6433
1999/ 3/ 1      1.9422
1999/ 3/ 2      1.8486
1999/ 3/ 3      2.5485
1999/ 3/ 4      1.5770
1999/ 3/ 5      1.6722
1999/ 3/ 6      1.7018
1999/ 3/ 7      1.5964
1999/ 3/ 8     13.3020
1999/ 3/ 9     27.2008
1999/ 3/10      2.7629
1999/ 3/11      1.7863
1999/ 3/12      1.6321
1999/ 3/13      1.7084
1999/ 3/14     17.5895
1999/ 3/15     23.6077
1999/ 3/16      2.8074
1999/ 3/17      2.1189
1999/ 3/18      2.5274
1999/ 3/19      2.3938
1999/ 3/20      1.7325
1999/ 3/21     22.0469
1999/ 3/22      4.7558
1999/ 3/23     10.4594
1999/ 3/24      8.0513
1999/ 3/25     30.4441
1999/ 3/26      2.9078
1999/ 3/27      2.1678
1999/ 3/28      1.8999
1999/ 3/29      1.8230
1999/ 3/30      2.1366
1999/ 3/31      5.2861
1999/ 4/ 1      1.8098
1999/ 4/ 2      1.2234
1999/ 4/ 3      1.3104
1999/ 4/ 4      1.1409
1999/ 4/ 5     19.6215
1999/ 4/ 6     27.5094
1999/ 4/ 7      2.3479
1999/ 4/ 8     25.1118
1999/ 4/ 9      2.9187
1999/ 4/10      2.4544
1999/ 4/11     39.1676
1999/ 4/12      3.4562
1999/ 4/13      2.0247
1999/ 4/14      1.6666
1999/ 4/15      1.5295
1999/ 4/16      1.4308
1999/ 4/17      1.3265
1999/ 4/18      1.2576
1999/ 4/19      1.2303
1999/ 4/20      1.1977
1999/ 4/21      1.1348
1999/ 4/22      1.0741
1999/ 4/23      1.0214
1999/ 4/24      1.1217
1999/ 4/25      1.2648
1999/ 4/26      1.2443
1999/ 4/27      1.1235
1999/ 4/28      1.0918
1999/ 4/29      1.0307
1999/ 4/30      1.0076
1999/ 5/ 1      1.1331
1999/ 5/ 2      1.5947
1999/ 5/ 3      1.4992
1999/ 5/ 4      0.9790
1999/ 5/ 5      0.9622
1999/ 5/ 6      0.9369
1999/ 5/ 7      0.8601
1999/ 5/ 8      0.8583
1999/ 5/ 9      0.8794
1999/ 5/10      0.9312
1999/ 5/11      0.8602
1999/ 5/12      0.8756
1999/ 5/13      0.8906
1999/ 5/14      0.8655
1999/ 5/15      0.8778
1999/ 5/16      0.8481
1999/ 5/17      0.8524
1999/ 5/18      0.8704
1999/ 5/19      0.9460
1999/ 5/20      0.8812
1999/ 5/21      0.8228
1999/ 5/22      0.7654
1999/ 5/23      0.8378
1999/ 5/24      0.8347
1999/ 5/25      0.8258
1999/ 5/26      0.8117
1999/ 5/27      0.8206
1999/ 5/28      0.8053
1999/ 5/29      0.8459
1999/ 5/30      0.8152
1999/ 5/31      0.8028
1999/ 6/ 1      0.8302
1999/ 6/ 2      0.8887
1999/ 6/ 3     13.4196
1999/ 6/ 4      1.1397
1999/ 6/ 5      0.8057
1999/ 6/ 6      0.7785
1999/ 6/ 7      0.7718
1999/ 6/ 8      0.7734
1999/ 6/ 9      0.7657
1999/ 6/10      0.7250
1999/ 6/11      0.7213
1999/ 6/12      0.7603
1999/ 6/13      0.7120
1999/ 6/14      0.7152
1999/ 6/15      0.7542
1999/ 6/16      0.7312
1999/ 6/17      0.7446
1999/ 6/18      0.7252
1999/ 6/19      0.7379
1999/ 6/20      0.7193
1999/ 6/21      0.7009
1999/ 6/22      0.6717
1999/ 6/23      0.6930
1999/ 6/24      0.7133
1999/ 6/25      0.7394
1999/ 6/26      0.6914
1999/ 6/27      0.6723
1999/ 6/28      0.6601
1999/ 6/29      0.6754
1999/ 6/30      0.6700
1999/ 7/ 1      0.6847
1999/ 7/ 2      0.6902
1999/ 7/ 3      0.7027
1999/ 7/ 4      0.7017
1999/ 7/ 5      0.6673
1999/ 7/ 6      0.6756
1999/ 7/ 7      0.6906
1999/ 7/ 8      0.6629
1999/ 7/ 9      0.6599
1999/ 7/10      0.6676
1999/ 7/11      0.6726
1999/ 7/12      0.6741
1999/ 7/13      0.7512
1999/ 7/14      0.7199
1999/ 7/15      0.7230
1999/ 7/16      0.7569
1999/ 7/17      0.6958
1999/ 7/18      0.6772
1999/ 7/19      0.7377
1999/ 7/20      0.7131
1999/ 7/21      0.6742
1999/ 7/22      0.6764
1999/ 7/23      0.6983
1999/ 7/24      0.7183
1999/ 7/25      0.6678
1999/ 7/26      0.6499
1999/ 7/27      0.6900
1999/ 7/28      0.6766
1999/ 7/29      0.6684
1999/ 7/30      0.6877
1999/ 7/31      0.6825
1999/ 8/ 1      0.6674
1999/ 8/ 2      0.6396
1999/ 8/ 3      0.6545
1999/ 8/ 4      0.6618
1999/ 8/ 5      0.6771
1999/ 8/ 6      0.7958
1999/ 8/ 7      0.7049
1999/ 8/ 8      0.7021
1999/ 8/ 9      0.7716
1999/ 8/10      0.7430
1999/ 8/11      0.8149
1999/ 8/12      0.6648
1999/ 8/13      0.6554
1999/ 8/14      0.6242
1999/ 8/15      0.6362
1999/ 8/16      0.6354
1999/ 8/17      0.6347
1999/ 8/18      0.6550
1999/ 8/19      0.6391
1999/ 8/20      0.6327
1999/ 8/21      0.6531
1999/ 8/22      0.6420
1999/ 8/23      0.6208
1999/ 8/24      0.6311
1999/ 8/25      0.6406
1999/ 8/26      0.9183
1999/ 8/27      0.6556
1999/ 8/28      0.6381
1999/ 8/29      0.6435
1999/ 8/30      0.6077
1999/ 8/31      0.6245
1999/ 9/ 1      0.6543
1999/ 9/ 2      0.6559
1999/ 9/ 3      0.6554
1999/ 9/ 4      0.6544
1999/ 9/ 5      0.6543
1999/ 9/ 6      0.6337
1999/ 9/ 7      0.6302
1999/ 9/ 8      0.7142
1999/ 9/ 9      7.7636
1999/ 9/10      0.8008
1999/ 9/11      0.7051
1999/ 9/12      0.6815
1999/ 9/13      0.6811
1999/ 9/14      0.6791
1999/ 9/15      0.7391
1999/ 9/16      0.7410
1999/ 9/17      0.7395
1999/ 9/18      0.7377
1999/ 9/19      0.7360
1999/ 9/20      0.7342
1999/ 9/21      0.7362
1999/ 9/22      1.0030
1999/ 9/23      0.7551
1999/ 9/24      0.7287
1999/ 9/25      0.7276
1999/ 9/26      0.6480
1999/ 9/27      0.6088
1999/ 9/28      0.6246
1999/ 9/29      0.6639
1999/ 9/30      0.7005
1999/10/ 1      0.6948
1999/10/ 2      0.7177
1999/10/ 3      0.7222
1999/10/ 4      0.7522
1999/10/ 5      0.7602
1999/10/ 6      0.8892
1999/10/ 7      0.6751
1999/10/ 8      0.7149
1999/10/ 9      0.6891
1999/10/10      0.7402
1999/10/11      0.6972
1999/10/12      0.7391
1999/10/13      0.7523
1999/10/14      0.7511
1999/10/15      0.6336
1999/10/16      0.6062
1999/10/17      0.7149
1999/10/18      0.7742
1999/10/19      0.7805
1999/10/20      0.7502
1999/10/21      0.8027
1999/10/22      0.7811
1999/10/23      0.7752
1999/10/24      0.7733
1999/10/25      0.7719
1999/10/26      0.8255
1999/10/27      5.2467
1999/10/28     15.1984
1999/10/29      1.0116
1999/10/30      0.8703
1999/10/31      0.8164
1999/11/ 1      0.7153
1999/11/ 2      0.7264
1999/11/ 3      0.7657
1999/11/ 4      0.8735
1999/11/ 5      0.8011
1999/11/ 6      0.8733
1999/11/ 7     22.6618
1999/11/ 8     16.2934
1999/11/ 9      1.2015
1999/11/10      1.0183
1999/11/11      0.9329
1999/11/12      0.9144
1999/11/13      0.9072
1999/11/14      1.0563
1999/11/15      1.0419
1999/11/16      1.2384
1999/11/17      2.1167
1999/11/18      0.9480
1999/11/19     17.1964
1999/11/20      4.1620
1999/11/21      5.0400
1999/11/22      0.9617
1999/11/23      0.8950
1999/11/24      0.8881
1999/11/25      0.9249
1999/11/26      0.9222
1999/11/27      1.1149
1999/11/28      1.1351
1999/11/29      1.1999
1999/11/30      1.8995
1999/12/ 1      3.2640
1999/12/ 2      1.0861
1999/12/ 3      0.8277
1999/12/ 4      0.8689
1999/12/ 5      0.9145
1999/12/ 6      0.9582
1999/12/ 7      0.8212
1999/12/ 8      1.3954
1999/12/ 9      9.8348
1999/12/10      1.2597
1999/12/11      0.8259
1999/12/12      0.9629
1999/12/13      0.8979
1999/12/14      0.8643
1999/12/15      0.8608
1999/12/16      0.8579
1999/12/17      0.8551
1999/12/18      0.9298
1999/12/19      0.8213
1999/12/20      0.8512
1999/12/21      0.8555
1999/12/22      0.8567
1999/12/23      0.8580
1999/12/24      0.8590
1999/12/25      0.8600
1999/12/26      0.8609
1999/12/27      0.8618
1999/12/28      0.8627
1999/12/29      0.8636
1999/12/30      0.8644
1999/12/31      0.8648
