EBAYC
RCHRES3
FLOW

Date          DSN 1001
1999/ 1/ 1      5.1482
1999/ 1/ 2      4.3121
1999/ 1/ 3      4.4711
1999/ 1/ 4      4.8000
1999/ 1/ 5      4.8177
1999/ 1/ 6      4.7256
1999/ 1/ 7      4.5981
1999/ 1/ 8      3.9262
1999/ 1/ 9      3.8192
1999/ 1/10      4.0345
1999/ 1/11      3.8413
1999/ 1/12      3.3834
1999/ 1/13      3.4224
1999/ 1/14      3.6346
1999/ 1/15      3.9077
1999/ 1/16    145.2438
1999/ 1/17     52.2870
1999/ 1/18     92.3785
1999/ 1/19    372.3071
1999/ 1/20    711.3859
1999/ 1/21    169.5136
1999/ 1/22     73.6194
1999/ 1/23    397.3694
1999/ 1/24     78.5645
1999/ 1/25     46.2752
1999/ 1/26     54.9909
1999/ 1/27     57.1871
1999/ 1/28     43.2712
1999/ 1/29     30.8766
1999/ 1/30     27.1088
1999/ 1/31     24.2587
1999/ 2/ 1    162.1935
1999/ 2/ 2     77.9293
1999/ 2/ 3     42.5103
1999/ 2/ 4     27.5661
1999/ 2/ 5     20.8444
1999/ 2/ 6     20.0705
1999/ 2/ 7     20.2623
1999/ 2/ 8    577.2703
1999/ 2/ 9   1532.0630
1999/ 2/10    147.7603
1999/ 2/11     92.0959
1999/ 2/12     70.1926
1999/ 2/13     56.0625
1999/ 2/14     48.9787
1999/ 2/15     42.9365
1999/ 2/16     50.6119
1999/ 2/17   1625.8280
1999/ 2/18    231.3314
1999/ 2/19    127.7188
1999/ 2/20     94.6541
1999/ 2/21     73.3588
1999/ 2/22    690.4355
1999/ 2/23    155.9907
1999/ 2/24     87.8020
1999/ 2/25    130.3143
1999/ 2/26     90.2318
1999/ 2/27     71.9205
1999/ 2/28     58.6626
1999/ 3/ 1     48.3067
1999/ 3/ 2     39.6921
1999/ 3/ 3     67.8350
1999/ 3/ 4     64.5812
1999/ 3/ 5     44.0743
1999/ 3/ 6     35.1225
1999/ 3/ 7     29.1499
1999/ 3/ 8     28.5193
1999/ 3/ 9    521.2437
1999/ 3/10    119.5102
1999/ 3/11     60.2553
1999/ 3/12     40.3454
1999/ 3/13     31.7664
1999/ 3/14     30.8619
1999/ 3/15    296.4180
1999/ 3/16     97.2604
1999/ 3/17     56.0446
1999/ 3/18     41.0866
1999/ 3/19     34.1241
1999/ 3/20     27.3478
1999/ 3/21     21.7145
1999/ 3/22     37.0519
1999/ 3/23    176.9194
1999/ 3/24     61.1202
1999/ 3/25    286.8029
1999/ 3/26     72.8111
1999/ 3/27     44.3122
1999/ 3/28     30.3986
1999/ 3/29     23.3985
1999/ 3/30     19.9307
1999/ 3/31     18.1873
1999/ 4/ 1     15.7174
1999/ 4/ 2     13.0954
1999/ 4/ 3     11.5936
1999/ 4/ 4     10.5039
1999/ 4/ 5     12.6294
1999/ 4/ 6    337.9912
1999/ 4/ 7     56.8333
1999/ 4/ 8     30.2659
1999/ 4/ 9     38.3846
1999/ 4/10     35.3625
1999/ 4/11    185.5587
1999/ 4/12     64.3722
1999/ 4/13     34.1692
1999/ 4/14     20.2530
1999/ 4/15     13.5709
1999/ 4/16     10.7126
1999/ 4/17      9.0534
1999/ 4/18      7.8883
1999/ 4/19      7.3155
1999/ 4/20      7.0428
1999/ 4/21      6.7397
1999/ 4/22      6.2326
1999/ 4/23      5.5199
1999/ 4/24      6.1247
1999/ 4/25      7.4497
1999/ 4/26      8.1679
1999/ 4/27      7.5877
1999/ 4/28      7.0572
1999/ 4/29      6.5183
1999/ 4/30      6.5192
1999/ 5/ 1      7.7494
1999/ 5/ 2      9.6908
1999/ 5/ 3     11.2678
1999/ 5/ 4      9.1105
1999/ 5/ 5      7.3417
1999/ 5/ 6      6.5956
1999/ 5/ 7      6.1161
1999/ 5/ 8      5.8483
1999/ 5/ 9      5.8751
1999/ 5/10      6.3156
1999/ 5/11      6.3481
1999/ 5/12      6.6023
1999/ 5/13      6.5610
1999/ 5/14      6.4817
1999/ 5/15      6.5036
1999/ 5/16      6.5134
1999/ 5/17      6.6525
1999/ 5/18      6.9239
1999/ 5/19      7.8581
1999/ 5/20      8.3989
1999/ 5/21      7.4949
1999/ 5/22      6.5953
1999/ 5/23      6.6059
1999/ 5/24      7.0494
1999/ 5/25      7.1849
1999/ 5/26      7.2403
1999/ 5/27      7.5692
1999/ 5/28      7.9197
1999/ 5/29      8.1874
1999/ 5/30      7.5739
1999/ 5/31      6.7315
1999/ 6/ 1      7.2927
1999/ 6/ 2      7.5797
1999/ 6/ 3      7.9530
1999/ 6/ 4      7.3594
1999/ 6/ 5      6.4470
1999/ 6/ 6      5.7021
1999/ 6/ 7      5.3057
1999/ 6/ 8      5.1765
1999/ 6/ 9      5.1059
1999/ 6/10      5.0843
1999/ 6/11      5.0158
1999/ 6/12      4.8473
1999/ 6/13      4.7355
1999/ 6/14      5.0208
1999/ 6/15      5.3100
1999/ 6/16      5.2782
1999/ 6/17      4.9488
1999/ 6/18      4.9098
1999/ 6/19      4.8213
1999/ 6/20      4.5755
1999/ 6/21      4.4261
1999/ 6/22      3.9870
1999/ 6/23      3.9807
1999/ 6/24      4.3175
1999/ 6/25      4.4751
1999/ 6/26      4.2035
1999/ 6/27      3.8292
1999/ 6/28      3.5748
1999/ 6/29      3.4415
1999/ 6/30      3.3646
1999/ 7/ 1      3.4528
1999/ 7/ 2      3.7537
1999/ 7/ 3      3.9969
1999/ 7/ 4      3.9843
1999/ 7/ 5      3.6556
1999/ 7/ 6      3.9279
1999/ 7/ 7      3.8177
1999/ 7/ 8      3.4166
1999/ 7/ 9      3.4649
1999/ 7/10      3.6066
1999/ 7/11      3.3621
1999/ 7/12      3.1636
1999/ 7/13      3.4473
1999/ 7/14      3.7746
1999/ 7/15      4.1356
1999/ 7/16      4.6455
1999/ 7/17      4.5662
1999/ 7/18      4.0528
1999/ 7/19      4.1998
1999/ 7/20      4.3781
1999/ 7/21      4.0666
1999/ 7/22      3.7388
1999/ 7/23      3.8779
1999/ 7/24      4.0915
1999/ 7/25      3.8889
1999/ 7/26      3.6263
1999/ 7/27      3.5667
1999/ 7/28      3.5229
1999/ 7/29      3.1122
1999/ 7/30      3.0370
1999/ 7/31      3.2663
1999/ 8/ 1      3.2240
1999/ 8/ 2      2.9707
