PENINSUL
R2
FLOW
Simulated flow (cfs)
Date          DSN 1001
1999/ 1/ 1      1.5221
1999/ 1/ 2      1.3187
1999/ 1/ 3      1.5861
1999/ 1/ 4      1.5952
1999/ 1/ 5      1.5661
1999/ 1/ 6      1.5382
1999/ 1/ 7      1.5119
1999/ 1/ 8      1.2186
1999/ 1/ 9      1.4302
1999/ 1/10      1.4437
1999/ 1/11      1.3213
1999/ 1/12      1.1890
1999/ 1/13      1.3577
1999/ 1/14      1.3752
1999/ 1/15      2.8778
1999/ 1/16      9.3754
1999/ 1/17      1.6560
1999/ 1/18     53.4214
1999/ 1/19     29.5438
1999/ 1/20     56.3123
1999/ 1/21      3.7031
1999/ 1/22      1.7976
1999/ 1/23     31.1089
1999/ 1/24      2.5402
1999/ 1/25      1.4290
1999/ 1/26     13.3103
1999/ 1/27      1.9436
1999/ 1/28      1.3502
1999/ 1/29      1.4961
1999/ 1/30      1.9891
1999/ 1/31     17.0646
1999/ 2/ 1      1.6382
1999/ 2/ 2      1.2635
1999/ 2/ 3      1.2258
1999/ 2/ 4      1.1970
1999/ 2/ 5      1.1706
1999/ 2/ 6     13.2155
1999/ 2/ 7     57.0790
1999/ 2/ 8     10.3498
1999/ 2/ 9     65.9398
1999/ 2/10      4.7449
1999/ 2/11      2.6954
1999/ 2/12      2.5310
1999/ 2/13      4.5919
1999/ 2/14      7.3594
1999/ 2/15      2.3699
1999/ 2/16     16.7874
1999/ 2/17     24.5012
1999/ 2/18      9.6525
1999/ 2/19      3.7514
1999/ 2/20      2.8324
1999/ 2/21     10.3176
1999/ 2/22     10.4256
1999/ 2/23      3.0867
1999/ 2/24      2.9285
1999/ 2/25     18.0319
1999/ 2/26      2.5464
1999/ 2/27      1.8595
1999/ 2/28      1.9518
1999/ 3/ 1      1.4443
1999/ 3/ 2      1.4076
1999/ 3/ 3      2.0955
1999/ 3/ 4      1.2405
1999/ 3/ 5      1.3364
1999/ 3/ 6      1.3898
1999/ 3/ 7      1.3445
1999/ 3/ 8     12.0579
1999/ 3/ 9     23.9449
1999/ 3/10      2.1004
1999/ 3/11      1.3118
1999/ 3/12      1.2201
1999/ 3/13      1.3222
1999/ 3/14     15.5591
1999/ 3/15     20.7481
1999/ 3/16      2.0048
1999/ 3/17      1.4760
1999/ 3/18      1.8124
1999/ 3/19      1.7778
1999/ 3/20      1.2954
1999/ 3/21     19.6534
1999/ 3/22      3.8877
1999/ 3/23      9.0345
1999/ 3/24      6.9628
1999/ 3/25     26.6099
1999/ 3/26      1.9780
1999/ 3/27      1.4032
1999/ 3/28      1.2677
1999/ 3/29      1.2561
1999/ 3/30      1.6137
1999/ 3/31      4.5286
1999/ 4/ 1      1.3660
1999/ 4/ 2      0.9027
1999/ 4/ 3      1.0109
1999/ 4/ 4      0.8738
1999/ 4/ 5     17.4568
1999/ 4/ 6     24.2749
1999/ 4/ 7      1.7081
1999/ 4/ 8     22.1337
1999/ 4/ 9      2.1622
1999/ 4/10      1.7025
1999/ 4/11     34.4766
1999/ 4/12      2.5034
1999/ 4/13      1.3006
1999/ 4/14      1.1119
1999/ 4/15      1.0481
1999/ 4/16      1.0098
1999/ 4/17      0.9521
1999/ 4/18      0.9196
1999/ 4/19      0.9243
1999/ 4/20      0.9654
1999/ 4/21      0.9264
1999/ 4/22      0.8696
1999/ 4/23      0.8415
1999/ 4/24      0.9566
1999/ 4/25      1.0815
1999/ 4/26      1.0543
1999/ 4/27      0.9810
1999/ 4/28      0.9570
1999/ 4/29      0.9137
1999/ 4/30      0.8966
1999/ 5/ 1      1.0051
1999/ 5/ 2      1.4449
1999/ 5/ 3      1.3683
1999/ 5/ 4      0.8829
1999/ 5/ 5      0.8655
1999/ 5/ 6      0.8439
1999/ 5/ 7      0.7856
1999/ 5/ 8      0.7899
1999/ 5/ 9      0.8133
1999/ 5/10      0.8630
1999/ 5/11      0.7982
1999/ 5/12      0.8153
1999/ 5/13      0.8320
1999/ 5/14      0.8087
1999/ 5/15      0.8225
1999/ 5/16      0.7941
1999/ 5/17      0.7995
1999/ 5/18      0.8188
1999/ 5/19      0.8913
1999/ 5/20      0.8507
1999/ 5/21      0.7810
1999/ 5/22      0.7226
1999/ 5/23      0.7929
1999/ 5/24      0.7894
1999/ 5/25      0.7814
1999/ 5/26      0.7851
1999/ 5/27      0.7814
1999/ 5/28      0.7803
1999/ 5/29      0.8069
1999/ 5/30      0.7747
1999/ 5/31      0.7630
1999/ 6/ 1      0.8112
1999/ 6/ 2      0.8521
1999/ 6/ 3     12.1776
1999/ 6/ 4      1.0690
1999/ 6/ 5      0.7578
1999/ 6/ 6      0.7456
1999/ 6/ 7      0.7444
1999/ 6/ 8      0.7306
1999/ 6/ 9      0.7379
1999/ 6/10      0.7048
1999/ 6/11      0.6873
1999/ 6/12      0.7212
1999/ 6/13      0.6742
1999/ 6/14      0.6803
1999/ 6/15      0.7177
1999/ 6/16      0.6959
1999/ 6/17      0.7098
1999/ 6/18      0.6915
1999/ 6/19      0.7047
1999/ 6/20      0.6879
1999/ 6/21      0.6710
1999/ 6/22      0.6422
1999/ 6/23      0.6631
1999/ 6/24      0.6839
1999/ 6/25      0.7095
1999/ 6/26      0.6627
1999/ 6/27      0.6446
1999/ 6/28      0.6335
1999/ 6/29      0.6491
1999/ 6/30      0.6440
1999/ 7/ 1      0.6588
1999/ 7/ 2      0.6575
1999/ 7/ 3      0.6735
1999/ 7/ 4      0.6738
1999/ 7/ 5      0.6424
1999/ 7/ 6      0.6509
1999/ 7/ 7      0.6663
1999/ 7/ 8      0.6401
1999/ 7/ 9      0.6368
1999/ 7/10      0.6443
1999/ 7/11      0.6502
1999/ 7/12      0.6519
1999/ 7/13      0.7256
1999/ 7/14      0.6955
1999/ 7/15      0.6969
1999/ 7/16      0.7266
1999/ 7/17      0.6706
1999/ 7/18      0.6560
1999/ 7/19      0.7146
1999/ 7/20      0.6907
1999/ 7/21      0.6536
1999/ 7/22      0.6554
1999/ 7/23      0.6770
1999/ 7/24      0.6968
1999/ 7/25      0.6483
1999/ 7/26      0.6312
1999/ 7/27      0.6709
1999/ 7/28      0.6578
1999/ 7/29      0.6499
1999/ 7/30      0.6683
1999/ 7/31      0.6633
1999/ 8/ 1      0.6489
1999/ 8/ 2      0.6223
1999/ 8/ 3      0.6367
1999/ 8/ 4      0.6431
1999/ 8/ 5      0.6808
1999/ 8/ 6      0.7799
1999/ 8/ 7      0.6869
1999/ 8/ 8      0.6839
1999/ 8/ 9      0.7525
1999/ 8/10      0.7246
1999/ 8/11      0.8778
1999/ 8/12      0.6582
1999/ 8/13      0.6401
1999/ 8/14      0.6093
1999/ 8/15      0.6214
1999/ 8/16      0.6207
1999/ 8/17      0.6200
1999/ 8/18      0.6404
1999/ 8/19      0.6246
1999/ 8/20      0.6182
1999/ 8/21      0.6386
1999/ 8/22      0.6276
1999/ 8/23      0.6064
1999/ 8/24      0.6168
1999/ 8/25      0.6262
1999/ 8/26      0.9006
1999/ 8/27      0.6412
1999/ 8/28      0.6251
1999/ 8/29      0.6306
1999/ 8/30      0.5951
1999/ 8/31      0.6116
1999/ 9/ 1      0.6409
1999/ 9/ 2      0.6425
1999/ 9/ 3      0.6421
1999/ 9/ 4      0.6412
1999/ 9/ 5      0.6414
1999/ 9/ 6      0.6211
1999/ 9/ 7      0.6175
1999/ 9/ 8      0.7005
1999/ 9/ 9      7.0797
1999/ 9/10      0.7703
1999/ 9/11      0.6892
1999/ 9/12      0.6661
1999/ 9/13      0.6670
1999/ 9/14      0.6644
1999/ 9/15      0.7234
1999/ 9/16      0.7255
1999/ 9/17      0.7242
1999/ 9/18      0.7226
1999/ 9/19      0.7211
1999/ 9/20      0.7196
1999/ 9/21      0.7218
1999/ 9/22      0.9871
1999/ 9/23      0.7408
1999/ 9/24      0.7148
1999/ 9/25      0.7138
1999/ 9/26      0.6367
1999/ 9/27      0.5984
1999/ 9/28      0.6128
1999/ 9/29      0.6508
1999/ 9/30      0.6865
1999/10/ 1      0.6809
1999/10/ 2      0.7039
1999/10/ 3      0.7084
1999/10/ 4      0.7378
1999/10/ 5      0.7458
1999/10/ 6      0.8742
1999/10/ 7      0.6637
1999/10/ 8      0.7020
1999/10/ 9      0.6760
1999/10/10      0.7266
1999/10/11      0.6841
1999/10/12      0.7256
1999/10/13      0.7388
1999/10/14      0.7377
1999/10/15      0.6233
1999/10/16      0.5966
1999/10/17      0.7019
1999/10/18      0.7609
1999/10/19      0.7673
1999/10/20      0.7371
1999/10/21      0.7898
1999/10/22      0.7684
1999/10/23      0.7626
1999/10/24      0.7609
