SCLARAVW
RCHRES1
FLOW

Date          DSN 1001
1999/ 1/ 1      4.6640
1999/ 1/ 2      4.5291
1999/ 1/ 3      5.3435
1999/ 1/ 4      5.6593
1999/ 1/ 5      5.4646
1999/ 1/ 6      5.2051
1999/ 1/ 7      4.9517
1999/ 1/ 8      3.8220
1999/ 1/ 9      3.9904
1999/ 1/10      4.2132
1999/ 1/11      3.7709
1999/ 1/12      3.1100
1999/ 1/13      3.3577
1999/ 1/14      3.6370
1999/ 1/15     18.2309
1999/ 1/16     37.7138
1999/ 1/17     22.3231
1999/ 1/18    253.3484
1999/ 1/19    265.8016
1999/ 1/20     52.8241
1999/ 1/21     13.7550
1999/ 1/22      6.1224
1999/ 1/23     76.6164
1999/ 1/24     30.8548
1999/ 1/25     93.7381
1999/ 1/26     39.2207
1999/ 1/27     29.4440
1999/ 1/28     13.5047
1999/ 1/29      5.5830
1999/ 1/30      5.0116
1999/ 1/31    133.1743
1999/ 2/ 1     28.7666
1999/ 2/ 2      7.7284
1999/ 2/ 3      3.9959
1999/ 2/ 4      3.1598
1999/ 2/ 5      2.8373
1999/ 2/ 6      3.8209
1999/ 2/ 7    161.5659
1999/ 2/ 8     91.7216
1999/ 2/ 9    494.0836
1999/ 2/10     85.2500
1999/ 2/11     36.2816
1999/ 2/12     19.2907
1999/ 2/13     12.5631
1999/ 2/14     27.9222
1999/ 2/15     18.4777
1999/ 2/16     11.3967
1999/ 2/17    123.1206
1999/ 2/18     36.2873
1999/ 2/19     39.2262
1999/ 2/20     24.9642
1999/ 2/21    158.5919
1999/ 2/22     54.2200
1999/ 2/23     23.7428
1999/ 2/24     12.7052
1999/ 2/25     81.0242
1999/ 2/26     24.2658
1999/ 2/27     11.6654
1999/ 2/28      9.4726
1999/ 3/ 1      6.7254
1999/ 3/ 2      5.1018
1999/ 3/ 3     15.5162
1999/ 3/ 4      6.3349
1999/ 3/ 5      4.5256
1999/ 3/ 6      4.2886
1999/ 3/ 7      3.3310
1999/ 3/ 8      4.7737
1999/ 3/ 9     40.6822
1999/ 3/10     12.4835
1999/ 3/11      4.3651
1999/ 3/12      2.2038
1999/ 3/13      2.2626
1999/ 3/14      3.7528
1999/ 3/15    246.2514
1999/ 3/16     40.9603
1999/ 3/17     11.4586
1999/ 3/18      7.0394
1999/ 3/19      5.8292
1999/ 3/20      3.7723
1999/ 3/21      2.9928
1999/ 3/22      2.3809
1999/ 3/23     42.6677
1999/ 3/24     11.7609
1999/ 3/25     44.7712
1999/ 3/26     10.6652
1999/ 3/27      3.1830
1999/ 3/28      1.8584
1999/ 3/29      1.7300
1999/ 3/30      1.7471
1999/ 3/31     15.4381
1999/ 4/ 1      8.9374
1999/ 4/ 2      1.8003
1999/ 4/ 3      1.2028
1999/ 4/ 4      1.0439
1999/ 4/ 5      2.2273
1999/ 4/ 6    131.5917
1999/ 4/ 7     24.4736
1999/ 4/ 8     41.4779
1999/ 4/ 9     18.7729
1999/ 4/10      7.4042
1999/ 4/11     63.7955
1999/ 4/12     21.1408
1999/ 4/13      4.1258
1999/ 4/14      1.6393
1999/ 4/15      1.5239
1999/ 4/16      1.3915
1999/ 4/17      1.2795
1999/ 4/18      1.1931
1999/ 4/19      1.1334
1999/ 4/20      1.1399
1999/ 4/21      1.1292
1999/ 4/22      1.0898
1999/ 4/23      1.0365
1999/ 4/24      1.2178
1999/ 4/25      1.3575
1999/ 4/26      1.3796
1999/ 4/27      1.2709
1999/ 4/28      1.2324
1999/ 4/29      1.1642
1999/ 4/30      1.2005
1999/ 5/ 1      1.3733
1999/ 5/ 2      1.9476
1999/ 5/ 3      2.1053
1999/ 5/ 4      1.1186
1999/ 5/ 5      1.1300
1999/ 5/ 6      1.1376
1999/ 5/ 7      1.0730
1999/ 5/ 8      1.1059
1999/ 5/ 9      1.1223
1999/ 5/10      1.2068
1999/ 5/11      1.1266
1999/ 5/12      1.1513
1999/ 5/13      1.1450
1999/ 5/14      1.1356
1999/ 5/15      1.1414
1999/ 5/16      1.1575
1999/ 5/17      1.1646
1999/ 5/18      1.1533
1999/ 5/19      1.2875
1999/ 5/20      1.1759
1999/ 5/21      1.1475
1999/ 5/22      1.0362
1999/ 5/23      1.0900
1999/ 5/24      1.1603
1999/ 5/25      1.1581
1999/ 5/26      1.1688
1999/ 5/27      1.1709
1999/ 5/28      1.1680
1999/ 5/29      1.1676
1999/ 5/30      1.1429
1999/ 5/31      1.1383
1999/ 6/ 1      1.1701
1999/ 6/ 2      1.2506
1999/ 6/ 3     56.7542
1999/ 6/ 4     12.1244
1999/ 6/ 5      1.9630
1999/ 6/ 6      1.1208
1999/ 6/ 7      1.1179
1999/ 6/ 8      1.1151
1999/ 6/ 9      1.1113
1999/ 6/10      1.0277
1999/ 6/11      0.9524
1999/ 6/12      1.0355
1999/ 6/13      1.0176
1999/ 6/14      0.9529
1999/ 6/15      1.0312
1999/ 6/16      1.0347
1999/ 6/17      1.0331
1999/ 6/18      1.0081
1999/ 6/19      1.0084
1999/ 6/20      0.9989
1999/ 6/21      0.9232
1999/ 6/22      0.8952
1999/ 6/23      0.9383
1999/ 6/24      0.9212
1999/ 6/25      0.9165
1999/ 6/26      0.9058
1999/ 6/27      0.8984
1999/ 6/28      0.8939
1999/ 6/29      0.8925
1999/ 6/30      0.8796
1999/ 7/ 1      0.8850
1999/ 7/ 2      0.8949
1999/ 7/ 3      0.8799
1999/ 7/ 4      0.8306
1999/ 7/ 5      0.7921
1999/ 7/ 6      0.7891
1999/ 7/ 7      0.7835
1999/ 7/ 8      0.7839
1999/ 7/ 9      0.7933
1999/ 7/10      0.7767
1999/ 7/11      0.7727
1999/ 7/12      0.7724
1999/ 7/13      0.9503
1999/ 7/14      0.9048
1999/ 7/15      0.8955
1999/ 7/16      0.9343
1999/ 7/17      0.8011
1999/ 7/18      0.8154
1999/ 7/19      0.8974
1999/ 7/20      0.8937
1999/ 7/21      0.8509
1999/ 7/22      0.8655
1999/ 7/23      0.8960
1999/ 7/24      0.9086
1999/ 7/25      0.8326
1999/ 7/26      0.7822
1999/ 7/27      0.8075
1999/ 7/28      0.8168
1999/ 7/29      0.8117
1999/ 7/30      0.8296
1999/ 7/31      0.8539
1999/ 8/ 1      0.8568
1999/ 8/ 2      0.8038
1999/ 8/ 3      0.8078
1999/ 8/ 4      0.8488
1999/ 8/ 5      0.8297
1999/ 8/ 6      0.8290
1999/ 8/ 7      0.8350
1999/ 8/ 8      0.8274
1999/ 8/ 9      0.8178
1999/ 8/10      0.8059
1999/ 8/11      0.9793
1999/ 8/12      0.7805
1999/ 8/13      0.7772
1999/ 8/14      0.7657
1999/ 8/15      0.7863
1999/ 8/16      0.7690
1999/ 8/17      0.7660
1999/ 8/18      0.7636
1999/ 8/19      0.7597
1999/ 8/20      0.7572
1999/ 8/21      0.7554
1999/ 8/22      0.7441
1999/ 8/23      0.7556
1999/ 8/24      0.7645
1999/ 8/25      0.7643
1999/ 8/26      0.9086
1999/ 8/27      0.8174
1999/ 8/28      0.7445
1999/ 8/29      0.7286
1999/ 8/30      0.7207
1999/ 8/31      0.7337
1999/ 9/ 1      0.7486
1999/ 9/ 2      0.7446
1999/ 9/ 3      0.7407
1999/ 9/ 4      0.7371
1999/ 9/ 5      0.7340
1999/ 9/ 6      0.7326
1999/ 9/ 7      0.7332
1999/ 9/ 8      0.7619
1999/ 9/ 9     15.2889
1999/ 9/10      2.6178
1999/ 9/11      0.8243
1999/ 9/12      0.7910
1999/ 9/13      0.7732
1999/ 9/14      0.7685
1999/ 9/15      0.8607
1999/ 9/16      0.8648
1999/ 9/17      0.8564
1999/ 9/18      0.8485
1999/ 9/19      0.8403
1999/ 9/20      0.8316
1999/ 9/21      0.8234
1999/ 9/22      3.9969
1999/ 9/23      2.0190
1999/ 9/24      0.8806
1999/ 9/25      0.7901
1999/ 9/26      0.6955
1999/ 9/27      0.6230
1999/ 9/28      0.5618
1999/ 9/29      0.6909
1999/ 9/30      0.7549
1999/10/ 1      0.7911
1999/10/ 2      0.7843
1999/10/ 3      0.7768
1999/10/ 4      0.7946
1999/10/ 5      0.8032
1999/10/ 6      1.2576
1999/10/ 7      0.6726
1999/10/ 8      0.7284
1999/10/ 9      0.7366
1999/10/10      0.7555
1999/10/11      0.7428
1999/10/12      0.7460
1999/10/13      0.7557
1999/10/14      0.7501
1999/10/15      0.5684
1999/10/16      0.4526
1999/10/17      0.7335
1999/10/18      0.7777
1999/10/19      0.7836
1999/10/20      0.7442
1999/10/21      0.7596
1999/10/22      0.7654
1999/10/23      0.7598
1999/10/24      0.7547
1999/10/25      0.7498
1999/10/26      0.7445
1999/10/27      0.8656
1999/10/28     50.2331
1999/10/29     26.2324
1999/10/30      4.5881
1999/10/31      1.1216
1999/11/ 1      0.7222
1999/11/ 2      0.7492
1999/11/ 3      0.8089
1999/11/ 4      0.8503
1999/11/ 5      0.8026
1999/11/ 6      0.8287
1999/11/ 7      1.4182
1999/11/ 8    135.2597
1999/11/ 9     34.0843
1999/11/10      6.6945
1999/11/11      2.0079
1999/11/12      1.1238
1999/11/13      0.9586
1999/11/14      1.1635
1999/11/15      1.7691
1999/11/16      1.3686
1999/11/17      2.2564
1999/11/18      1.2651
1999/11/19      1.5312
1999/11/20     63.3114
1999/11/21     77.4367
1999/11/22     14.0052
1999/11/23      3.0599
1999/11/24      1.2433
1999/11/25      1.2074
1999/11/26      1.2507
1999/11/27      1.6692
1999/11/28      1.8919
1999/11/29      1.8897
1999/11/30      1.5060
1999/12/ 1     21.6352
1999/12/ 2      4.3952
1999/12/ 3      2.1970
1999/12/ 4      1.4297
1999/12/ 5      1.1506
1999/12/ 6      1.2102
1999/12/ 7      0.9083
1999/12/ 8      0.8354
1999/12/ 9      4.3244
1999/12/10     30.0169
1999/12/11     14.7301
1999/12/12      3.3401
1999/12/13      1.9990
1999/12/14      1.1112
1999/12/15      0.9291
1999/12/16      0.8820
1999/12/17      0.8577
1999/12/18      0.9966
1999/12/19      0.8208
1999/12/20      0.7839
1999/12/21      0.7945
1999/12/22      0.7928
1999/12/23      0.7893
1999/12/24      0.7856
1999/12/25      0.7821
1999/12/26      0.7788
1999/12/27      0.7757
1999/12/28      0.7727
1999/12/29      0.7699
1999/12/30      0.7672
1999/12/31      0.7646
2000/ 1/ 1      1.0586
