CCOSTAW
RCHRES1
FLOW

Date          DSN 1001
1999/ 1/ 1      2.1128
1999/ 1/ 2      2.6045
1999/ 1/ 3      3.0086
1999/ 1/ 4      3.0985
1999/ 1/ 5      3.0199
1999/ 1/ 6      2.9296
1999/ 1/ 7      2.8426
1999/ 1/ 8      2.3962
1999/ 1/ 9      2.5351
1999/ 1/10      2.5999
1999/ 1/11      2.4126
1999/ 1/12      2.1679
1999/ 1/13      2.3029
1999/ 1/14      2.3521
1999/ 1/15      5.6509
1999/ 1/16     12.3846
1999/ 1/17      7.2728
1999/ 1/18     47.7819
1999/ 1/19     33.4492
1999/ 1/20     43.0797
1999/ 1/21     18.3668
1999/ 1/22     13.2313
1999/ 1/23     43.0775
1999/ 1/24     18.4638
1999/ 1/25     12.5169
1999/ 1/26     17.6132
1999/ 1/27     12.6308
1999/ 1/28     10.3634
1999/ 1/29     10.0987
1999/ 1/30     10.2768
1999/ 1/31     51.3141
1999/ 2/ 1     17.5080
1999/ 2/ 2     11.9278
1999/ 2/ 3     10.2778
1999/ 2/ 4      9.2856
1999/ 2/ 5      8.4580
1999/ 2/ 6     73.5733
1999/ 2/ 7    232.2699
1999/ 2/ 8     93.2577
1999/ 2/ 9    110.9255
1999/ 2/10     53.6827
1999/ 2/11     43.5555
1999/ 2/12     37.2514
1999/ 2/13     33.3675
1999/ 2/14     32.4334
1999/ 2/15     25.9017
1999/ 2/16     94.7783
1999/ 2/17    155.2327
1999/ 2/18     73.7375
1999/ 2/19     51.8822
1999/ 2/20     77.8115
1999/ 2/21     70.7077
1999/ 2/22     50.2693
1999/ 2/23     40.8099
1999/ 2/24     34.6552
1999/ 2/25     72.0250
1999/ 2/26     34.4019
1999/ 2/27     27.5443
1999/ 2/28     24.5067
1999/ 3/ 1     19.0781
1999/ 3/ 2     15.8525
1999/ 3/ 3     19.5159
1999/ 3/ 4     13.6951
1999/ 3/ 5     12.2816
1999/ 3/ 6     11.2657
1999/ 3/ 7      9.3371
1999/ 3/ 8     20.6893
1999/ 3/ 9     30.5777
1999/ 3/10     15.9954
1999/ 3/11     10.9457
1999/ 3/12      8.9946
1999/ 3/13      8.4194
1999/ 3/14     20.5441
1999/ 3/15     28.5567
1999/ 3/16     15.1428
1999/ 3/17     11.2793
1999/ 3/18     11.1007
1999/ 3/19     11.8678
1999/ 3/20      8.4317
1999/ 3/21      6.5393
1999/ 3/22      5.9387
1999/ 3/23      8.0848
1999/ 3/24      9.8927
1999/ 3/25     27.4872
1999/ 3/26     10.9059
1999/ 3/27      7.4474
1999/ 3/28      6.0234
1999/ 3/29      5.2909
1999/ 3/30      5.9168
1999/ 3/31      8.5137
1999/ 4/ 1      4.9579
1999/ 4/ 2      3.6969
1999/ 4/ 3      3.7373
1999/ 4/ 4      3.2173
1999/ 4/ 5     24.6031
1999/ 4/ 6     17.7995
1999/ 4/ 7      7.3419
1999/ 4/ 8     16.5260
1999/ 4/ 9      8.5201
1999/ 4/10      8.7361
1999/ 4/11     50.8912
1999/ 4/12     16.6564
1999/ 4/13      9.2519
1999/ 4/14      6.8064
1999/ 4/15      5.6495
1999/ 4/16      4.9914
1999/ 4/17      4.4070
1999/ 4/18      3.9229
1999/ 4/19      3.5539
1999/ 4/20      3.3564
1999/ 4/21      3.0572
1999/ 4/22      2.6919
1999/ 4/23      2.2800
1999/ 4/24      2.5444
1999/ 4/25      2.7908
1999/ 4/26      2.8651
1999/ 4/27      2.5493
1999/ 4/28      2.3163
1999/ 4/29      2.0430
1999/ 4/30      1.9762
1999/ 5/ 1      2.2535
1999/ 5/ 2      3.3114
1999/ 5/ 3      3.2675
1999/ 5/ 4      2.1513
1999/ 5/ 5      1.9221
1999/ 5/ 6      1.8129
1999/ 5/ 7      1.5731
1999/ 5/ 8      1.5492
1999/ 5/ 9      1.5934
1999/ 5/10      1.7665
1999/ 5/11      1.6056
1999/ 5/12      1.6107
1999/ 5/13      1.6734
1999/ 5/14      1.6622
1999/ 5/15      1.6772
1999/ 5/16      1.6145
1999/ 5/17      1.6060
1999/ 5/18      1.6704
1999/ 5/19      1.8813
1999/ 5/20      1.8189
1999/ 5/21      1.6016
1999/ 5/22      1.3810
1999/ 5/23      1.4988
1999/ 5/24      1.5657
1999/ 5/25      1.5389
1999/ 5/26      1.4924
1999/ 5/27      1.4970
1999/ 5/28      1.4461
1999/ 5/29      1.5487
1999/ 5/30      1.4954
1999/ 5/31      1.4381
1999/ 6/ 1      1.5726
1999/ 6/ 2      1.6890
1999/ 6/ 3      2.0117
1999/ 6/ 4      1.5487
1999/ 6/ 5      1.3396
1999/ 6/ 6      1.2419
1999/ 6/ 7      1.2265
1999/ 6/ 8      1.2341
1999/ 6/ 9      1.2135
1999/ 6/10      1.1433
1999/ 6/11      1.0774
1999/ 6/12      1.1320
1999/ 6/13      1.1161
1999/ 6/14      1.0592
1999/ 6/15      1.1081
1999/ 6/16      1.1260
1999/ 6/17      1.0903
1999/ 6/18      1.1092
1999/ 6/19      1.0745
1999/ 6/20      1.0643
1999/ 6/21      1.0008
1999/ 6/22      0.9601
1999/ 6/23      1.0077
1999/ 6/24      1.0072
1999/ 6/25      1.0461
1999/ 6/26      1.0107
1999/ 6/27      0.9789
1999/ 6/28      0.9606
1999/ 6/29      0.9590
1999/ 6/30      0.9400
1999/ 7/ 1      0.9496
1999/ 7/ 2      0.9656
1999/ 7/ 3      0.9779
1999/ 7/ 4      1.0201
1999/ 7/ 5      0.9464
1999/ 7/ 6      0.9496
1999/ 7/ 7      0.9517
1999/ 7/ 8      0.9059
1999/ 7/ 9      0.9176
1999/ 7/10      0.9269
1999/ 7/11      0.9070
1999/ 7/12      0.9040
1999/ 7/13      1.0783
1999/ 7/14      1.0243
1999/ 7/15      1.0932
1999/ 7/16      1.0844
1999/ 7/17      0.9576
1999/ 7/18      0.9259
1999/ 7/19      1.0213
1999/ 7/20      1.0036
1999/ 7/21      0.9298
1999/ 7/22      0.9172
1999/ 7/23      0.9822
1999/ 7/24      0.9950
1999/ 7/25      0.9178
1999/ 7/26      0.8675
1999/ 7/27      0.8600
1999/ 7/28      0.8631
1999/ 7/29      0.8658
1999/ 7/30      0.8952
