EBAYC
RCHRES3
FLOW

Date          DSN 1001
1999/ 1/ 1      1.6857
1999/ 1/ 2      1.0878
1999/ 1/ 3      1.1125
1999/ 1/ 4      1.3021
1999/ 1/ 5      1.3657
1999/ 1/ 6      1.3829
1999/ 1/ 7      1.3831
1999/ 1/ 8      1.0792
1999/ 1/ 9      1.0832
1999/ 1/10      1.2643
1999/ 1/11      1.2109
1999/ 1/12      0.9974
1999/ 1/13      1.0730
1999/ 1/14      1.2512
1999/ 1/15      1.5694
1999/ 1/16     47.4452
1999/ 1/17     25.8628
1999/ 1/18     37.4549
1999/ 1/19    108.4676
1999/ 1/20    252.6149
1999/ 1/21     86.7610
1999/ 1/22     44.2408
1999/ 1/23    115.1112
1999/ 1/24     50.3897
1999/ 1/25     21.1548
1999/ 1/26     18.9673
1999/ 1/27     17.5861
1999/ 1/28     11.5595
1999/ 1/29      6.6412
1999/ 1/30      5.2545
1999/ 1/31      4.5278
1999/ 2/ 1     39.7967
1999/ 2/ 2     37.1068
1999/ 2/ 3     16.0406
1999/ 2/ 4      7.9188
1999/ 2/ 5      4.7535
1999/ 2/ 6      4.2223
1999/ 2/ 7      4.3030
1999/ 2/ 8    171.1770
1999/ 2/ 9    479.8699
1999/ 2/10     72.7003
1999/ 2/11     37.3525
1999/ 2/12     19.5040
1999/ 2/13     11.8479
1999/ 2/14      9.0277
1999/ 2/15      7.4626
1999/ 2/16     11.5513
1999/ 2/17    466.2802
1999/ 2/18     92.6220
1999/ 2/19     50.2086
1999/ 2/20     31.2902
1999/ 2/21     17.9279
1999/ 2/22    163.3353
1999/ 2/23     74.7030
1999/ 2/24     35.6000
1999/ 2/25     39.3675
1999/ 2/26     25.5174
1999/ 2/27     17.1118
1999/ 2/28     12.3689
1999/ 3/ 1      9.8978
1999/ 3/ 2      7.7252
1999/ 3/ 3     19.9481
1999/ 3/ 4     18.7822
1999/ 3/ 5     10.9834
1999/ 3/ 6      8.0572
1999/ 3/ 7      6.3993
1999/ 3/ 8      6.5351
1999/ 3/ 9    131.5167
1999/ 3/10     69.6075
1999/ 3/11     30.2276
1999/ 3/12     14.5769
1999/ 3/13      8.8132
1999/ 3/14      7.6471
1999/ 3/15     62.4493
1999/ 3/16     57.4098
1999/ 3/17     25.5161
1999/ 3/18     13.7631
1999/ 3/19      9.3132
1999/ 3/20      6.5771
1999/ 3/21      4.7598
1999/ 3/22      9.9410
1999/ 3/23     55.4641
1999/ 3/24     25.5717
1999/ 3/25     81.1319
1999/ 3/26     37.5051
1999/ 3/27     16.7954
1999/ 3/28      8.5002
1999/ 3/29      5.2357
1999/ 3/30      4.1004
1999/ 3/31      4.2669
1999/ 4/ 1      3.3224
1999/ 4/ 2      2.3446
1999/ 4/ 3      2.0277
1999/ 4/ 4      1.8202
1999/ 4/ 5      2.9264
1999/ 4/ 6    102.2632
1999/ 4/ 7     37.2330
1999/ 4/ 8     16.6697
1999/ 4/ 9     16.1169
1999/ 4/10     12.9344
1999/ 4/11     55.3546
1999/ 4/12     30.4284
1999/ 4/13     13.1018
1999/ 4/14      5.5696
1999/ 4/15      2.3240
1999/ 4/16      1.2843
1999/ 4/17      1.0034
1999/ 4/18      0.9568
1999/ 4/19      0.9900
1999/ 4/20      1.0054
1999/ 4/21      0.9756
1999/ 4/22      0.9563
1999/ 4/23      0.9313
1999/ 4/24      1.1463
1999/ 4/25      1.6772
1999/ 4/26      1.8782
1999/ 4/27      1.4568
1999/ 4/28      1.2201
1999/ 4/29      1.1875
1999/ 4/30      1.2732
1999/ 5/ 1      1.8656
1999/ 5/ 2      2.8000
1999/ 5/ 3      3.7770
1999/ 5/ 4      2.6784
1999/ 5/ 5      1.6160
1999/ 5/ 6      1.2503
1999/ 5/ 7      1.1772
1999/ 5/ 8      1.1769
1999/ 5/ 9      1.1923
1999/ 5/10      1.3116
1999/ 5/11      1.2810
1999/ 5/12      1.4316
1999/ 5/13      1.3291
